No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
5125,NG,NovaGold Resources Inc.,Basic Materials,Gold,Canada,2.27B,-,6.71,-1.32%,"679,853"
5126,NGAB,Northern Genesis Acquisition Corp. II,Financial,Shell Companies,USA,515.15M,-,9.94,0.25%,"16,038"
5127,NGCA,NextGen Acquisition Corp. II,Financial,Shell Companies,USA,379.15M,-,9.91,0.20%,"100,210"
5128,NGCAU,NextGen Acquisition Corp. II,Financial,Shell Companies,USA,-,-,10.24,0.20%,"16,514"
5129,NGD,New Gold Inc.,Basic Materials,Gold,Canada,732.40M,-,1.14,1.79%,"6,213,063"
5130,NGE,Global X MSCI Nigeria ETF,Financial,Exchange Traded Fund,USA,-,-,10.10,-2.13%,"31,521"
5131,NGG,National Grid plc,Utilities,Utilities - Diversified,United Kingdom,46.88B,20.04,63.95,-0.19%,"277,130"
5132,NGL,NGL Energy Partners LP,Energy,Oil & Gas Refining & Marketing,USA,286.18M,-,2.24,6.16%,"1,697,626"
5133,NGM,"NGM Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.81B,-,22.60,0.85%,"337,668"
5134,NGMS,NeoGames S.A.,Communication Services,Electronic Gaming & Multimedia,Israel,1.03B,-,37.73,-2.25%,"176,105"
5135,NGS,"Natural Gas Services Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,131.92M,-,9.58,0.21%,"30,026"
5136,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,Grocery Stores,USA,232.64M,14.02,10.56,0.00%,"44,575"
5137,NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,USA,2.87B,13.99,71.20,2.30%,"174,241"
5138,NH,"NantHealth, Inc.",Healthcare,Health Information Services,USA,189.02M,-,1.76,2.92%,"98,110"
5139,NHC,National HealthCare Corporation,Healthcare,Medical Care Facilities,USA,1.07B,6.41,69.26,1.01%,"26,357"
5140,NHF,NexPoint Strategic Opportunities Fund,Financial,Closed-End Fund - Debt,USA,519.66M,-,14.06,-0.14%,"57,172"
5141,NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,USA,2.65B,16.73,57.14,0.26%,"720,127"
5142,NHS,Neuberger Berman High Yield Strategies Fund Inc.,Financial,Asset Management,USA,246.99M,81.55,12.64,0.32%,"23,344"
5143,NHTC,Natural Health Trends Corp.,Consumer Cyclical,Internet Retail,Hong Kong,80.49M,46.17,7.11,0.85%,"21,856"
5144,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,9.39B,45.80,23.91,-0.91%,"3,075,452"
5145,NIB,iPath Bloomberg Cocoa Subindex Total Return(SM) ETN,Financial,Exchange Traded Fund,USA,-,-,30.90,-1.50%,"70,912"
5146,NICE,NICE Ltd.,Technology,Software - Application,Israel,18.96B,94.91,289.19,1.35%,"116,763"
5147,NICK,"Nicholas Financial, Inc.",Financial,Credit Services,USA,155.64M,10.61,12.00,0.00%,"4,878"
5148,NID,Nuveen Intermediate Duration Municipal Term Fund,Financial,Asset Management,USA,694.73M,29.44,14.81,-0.20%,"50,749"
5149,NIE,AllianzGI Equity & Convertible Income Fund,Financial,Asset Management,USA,842.63M,-,30.41,0.76%,"53,435"
5150,NIM,Nuveen Select Maturities Municipal Fund,Financial,Closed-End Fund - Debt,USA,134.66M,15.46,10.82,-0.28%,"27,427"
5151,NIMC,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,-,-,102.42,-1.04%,"3,156"
5152,NINE,"Nine Energy Service, Inc.",Energy,Oil & Gas Equipment & Services,USA,52.05M,-,1.82,3.41%,"183,171"
5153,NIO,NIO Inc.,Consumer Cyclical,Auto Manufacturers,China,58.34B,-,36.01,0.87%,"26,990,200"
5154,NIQ,Nuveen Intermediate Duration Quality Municipal Term Fund,Financial,Asset Management,USA,193.97M,-,14.81,0.07%,"13,192"
5155,NISN,"Nisun International Enterprise Development Group Co., Ltd",Financial,Credit Services,China,200.76M,18.26,9.68,3.53%,"57,610"
5156,NIU,Niu Technologies,Consumer Cyclical,Auto Manufacturers,China,1.89B,65.05,24.98,-1.30%,"290,014"
5157,NJAN,Innovator Nasdaq 100 Power Buffer ETF - January,Financial,Exchange Traded Fund,USA,-,-,41.56,0.33%,110
5158,NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,USA,3.45B,20.85,35.02,-0.14%,"339,501"
5159,NJUL,Innovator Nasdaq 100 Power Buffer ETF - July,Financial,Exchange Traded Fund,USA,-,-,47.07,0.66%,"1,408"
5160,NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,USA,254.54B,44.83,159.58,1.36%,"11,020,749"
5161,NKG,Nuveen Georgia Quality Municipal Income Fund,Financial,Asset Management,USA,142.58M,17.69,13.71,0.51%,"9,324"
5162,NKLA,Nikola Corporation,Consumer Cyclical,Auto Manufacturers,USA,4.39B,-,11.40,3.07%,"9,905,876"
5163,NKSH,"National Bankshares, Inc.",Financial,Banks - Regional,USA,222.79M,12.46,36.05,0.70%,"11,460"
5164,NKTR,Nektar Therapeutics,Healthcare,Biotechnology,USA,3.34B,-,18.46,3.82%,"1,135,449"
5165,NKTX,"Nkarta, Inc.",Healthcare,Biotechnology,USA,978.76M,-,30.74,1.79%,"261,954"
5166,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,785.51M,-,16.53,-0.78%,"56,612"
5167,NL,"NL Industries, Inc.",Industrials,Security & Protection Services,USA,302.06M,8.44,5.91,0.17%,"21,082"
5168,NLIT,Northern Lights Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.98,-0.70%,"2,400"
5169,NLITU,Northern Lights Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.19,-0.18%,"3,508"
5170,NLITW,Northern Lights Acquisition Corp.,Financial,Shell Companies,USA,-,-,0.44,-4.30%,"1,440"
5171,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15.11B,21.00,25.75,3.25%,"3,964,461"
5172,NLR,VanEck Vectors Uranium+Nuclear Energy ETF,Financial,Exchange Traded Fund,USA,-,-,54.11,0.41%,"2,356"
5173,NLS,"Nautilus, Inc.",Consumer Cyclical,Leisure,USA,307.28M,3.02,9.98,-0.50%,"513,787"
5174,NLSN,Nielsen Holdings plc,Industrials,Consulting Services,USA,7.18B,30.65,19.92,2.00%,"3,261,926"
5175,NLSP,NLS Pharmaceutics AG,Healthcare,Biotechnology,Switzerland,31.98M,-,2.54,0.00%,"19,268"
5176,NLTX,"Neoleukin Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,318.64M,-,7.68,1.99%,"50,305"
5177,NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,USA,12.81B,3.86,8.86,0.00%,"17,170,404"
5178,NM,Navios Maritime Holdings Inc.,Industrials,Marine Shipping,Cayman Islands,73.66M,-,4.39,7.33%,"415,417"
5179,NMCO,Nuveen Municipal Credit Opportunities Fund,Financial,Closed-End Fund - Debt,USA,820.98M,-,15.41,-0.58%,"81,842"
5180,NMFC,New Mountain Finance Corporation,Financial,Asset Management,USA,1.29B,4.70,13.34,-0.45%,"200,957"
5181,NMG,Nouveau Monde Graphite Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,219.18M,-,5.91,11.93%,"78,911"
5182,NMI,"Nuveen Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,108.81M,62.26,11.83,-0.71%,"8,270"
5183,NMIH,"NMI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,1.90B,9.67,22.03,1.01%,"284,458"
5184,NML,Neuberger Berman MLP and Energy Income Fund Inc.,Financial,Asset Management,USA,278.20M,-,4.91,1.24%,"155,111"
5185,NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,Monaco,2.16B,3.91,29.60,4.12%,"390,171"
5186,NMR,"Nomura Holdings, Inc.",Financial,Capital Markets,Japan,16.76B,32.06,5.13,0.00%,"192,344"
5187,NMRD,Nemaura Medical Inc.,Healthcare,Medical Devices,USA,134.95M,-,5.99,0.84%,"22,435"
5188,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,USA,2.78B,5.39,14.30,2.95%,"1,168,147"
5189,NMS,Nuveen Minnesota Quality Municipal Income Fund,Financial,Asset Management,USA,91.94M,-,15.90,-0.49%,504
5190,NMT,Nuveen Massachusetts Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,143.48M,19.24,15.39,-0.13%,"5,869"
5191,NMTC,NeuroOne Medical Technologies Corporation,Healthcare,Medical Devices,USA,55.03M,-,4.23,4.19%,"66,109"
5192,NMTR,"9 Meters Biopharma, Inc.",Healthcare,Biotechnology,USA,385.95M,-,1.41,8.46%,"2,858,035"
5193,NMZ,Nuveen Municipal High Income Opportunity Fund,Financial,Asset Management,USA,1.28B,-,15.15,-0.13%,"418,132"
5194,NNA,Navios Maritime Acquisition Corporation,Energy,Oil & Gas Midstream,Cayman Islands,64.29M,3.59,3.74,4.76%,"123,242"
5195,NNBR,"NN, Inc.",Industrials,Conglomerates,USA,222.05M,-,5.21,2.36%,"202,959"
5196,NNDM,Nano Dimension Ltd.,Technology,Computer Hardware,Israel,1.53B,-,6.26,2.29%,"7,031,075"
5197,NNI,"Nelnet, Inc.",Financial,Credit Services,USA,3.10B,6.10,80.00,1.43%,"46,107"
5198,NNN,"National Retail Properties, Inc.",Real Estate,REIT - Retail,USA,7.96B,34.08,44.75,-1.04%,"1,027,171"
5199,NNOX,Nano-X Imaging Ltd.,Healthcare,Medical Devices,Israel,1.12B,-,24.27,1.85%,"557,101"
5200,NNVC,"NanoViricides, Inc.",Healthcare,Biotechnology,USA,61.15M,-,5.24,-8.87%,"2,612,372"
5201,NNY,Nuveen New York Municipal Value Fund,Financial,Closed-End Fund - Debt,USA,152.20M,92.50,9.99,-0.40%,"41,145"
5202,NOA,North American Construction Group Ltd.,Energy,Oil & Gas Equipment & Services,Canada,440.13M,15.47,14.36,2.06%,"23,219"
5203,NOAC,Natural Order Acquisition Corp.,Financial,Shell Companies,USA,279.73M,-,9.74,-0.24%,"9,915"
5204,NOACU,Natural Order Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.26,0.12%,"6,442"
5205,NOAH,Noah Holdings Limited,Financial,Asset Management,China,2.20B,-,37.21,3.42%,"123,584"
5206,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,90.90,1.01%,"315,403"
5207,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,56.09B,12.66,350.91,0.69%,"836,684"
5208,NOCT,Innovator Nasdaq-100 Power Buffer ETF,Financial,Exchange Traded Fund,USA,-,-,38.94,0.03%,"4,758"
5209,NODK,"NI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,399.65M,12.37,18.40,1.83%,"3,575"
5210,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1.32B,-,18.69,5.00%,"1,188,170"
5211,NOK,Nokia Corporation,Technology,Communication Equipment,Finland,32.74B,-,5.58,0.36%,"16,734,140"
5212,NOM,Nuveen Missouri Quality Municipal Income Fund,Financial,Closed-End Fund - Equity,USA,37.52M,28.35,15.99,0.69%,"5,903"
5213,NOMD,Nomad Foods Limited,Consumer Defensive,Packaged Foods,United Kingdom,4.82B,20.65,28.07,1.04%,"462,581"
5214,NORW,Global X MSCI Norway ETF,Financial,Exchange Traded Fund,USA,-,-,14.73,2.18%,"12,049"
5215,NOTV,"Inotiv, Inc.",Healthcare,Diagnostics & Research,USA,496.89M,-,33.71,-1.17%,"879,469"
5216,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,5.20B,-,12.90,4.20%,"4,382,685"
5217,NOVA,Sunnova Energy International Inc.,Technology,Solar,USA,3.74B,-,33.87,-0.53%,"1,071,151"
5218,NOVN,"Novan, Inc.",Healthcare,Biotechnology,USA,157.10M,-,8.46,0.71%,"136,796"
5219,NOVT,Novanta Inc.,Technology,Scientific & Technical Instruments,USA,5.95B,136.41,167.37,2.09%,"171,305"
5220,NOW,"ServiceNow, Inc.",Technology,Software - Application,USA,132.66B,787.92,664.22,0.24%,"862,814"
5221,NP,"Neenah, Inc.",Basic Materials,Paper & Paper Products,USA,752.07M,-,45.83,0.95%,"111,970"
5222,NPCE,"NeuroPace, Inc.",Healthcare,Medical Devices,USA,423.15M,-,17.09,-0.81%,"55,844"
5223,NPK,"National Presto Industries, Inc.",Industrials,Aerospace & Defense,USA,573.27M,13.05,82.13,0.27%,"27,283"
5224,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,USA,1.73B,155.66,85.77,3.30%,"92,942"
5225,NPTN,NeoPhotonics Corporation,Technology,Semiconductors,USA,484.54M,-,9.04,3.67%,"316,363"
5226,NPV,Nuveen Virginia Quality Municipal Income Fund,Financial,Asset Management,USA,295.01M,19.87,16.49,-0.60%,"12,595"
5227,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,558.88M,-,14.95,-0.07%,"41,039"
5228,NR,"Newpark Resources, Inc.",Energy,Oil & Gas Equipment & Services,USA,289.18M,-,3.13,6.46%,"447,403"
5229,NRAC,Noble Rock Acquisition Corporation,Financial,Shell Companies,USA,292.54M,-,9.69,-0.26%,1
5230,NRACU,Noble Rock Acquisition Corporation,Financial,Shell Companies,USA,-,-,9.90,0.00%,0
5231,NRBO,"NeuroBo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,82.06M,-,3.90,-3.94%,"92,675"
5232,NRC,National Research Corporation,Healthcare,Diagnostics & Research,USA,1.17B,32.70,45.78,-0.24%,"15,650"
5233,NREF,"NexPoint Real Estate Finance, Inc.",Real Estate,REIT - Diversified,USA,146.30M,4.69,19.69,-1.65%,"108,198"
5234,NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,USA,10.69B,9.78,42.72,1.28%,"1,321,051"
5235,NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETNs,Financial,Exchange Traded Fund,USA,-,-,11.77,-10.36%,"1,245,287"
5236,NRGU,MicroSectors U.S. Big Oil Index 3X Leveraged ETNs,Financial,Exchange Traded Fund,USA,-,-,129.37,10.33%,"555,122"
5237,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,Financial,Asset Management,USA,524.41M,-,11.73,3.08%,"80,202"
5238,NRIM,"Northrim BanCorp, Inc.",Financial,Banks - Regional,USA,261.35M,6.09,40.90,3.26%,"10,427"
5239,NRIX,"Nurix Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.53B,-,34.75,-0.54%,"222,602"
5240,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,1.22B,-,13.97,-0.14%,"177,115"
5241,NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,Financial,Asset Management,USA,238.52M,-,5.03,0.20%,"72,326"
5242,NRP,Natural Resource Partners L.P.,Energy,Thermal Coal,USA,264.39M,24.67,21.46,0.09%,"29,373"
5243,NRT,North European Oil Royalty Trust,Energy,Oil & Gas Equipment & Services,USA,76.06M,25.63,8.10,2.66%,"27,777"
5244,NRXP,"NRx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,528.23M,-,10.01,-1.28%,"830,719"
5245,NRZ,New Residential Investment Corp.,Real Estate,REIT - Mortgage,USA,5.18B,8.86,11.14,0.09%,"3,687,814"
5246,NS,NuStar Energy L.P.,Energy,Oil & Gas Midstream,USA,1.84B,-,15.99,5.47%,"510,226"
5247,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,USA,5.03B,69.98,56.19,-0.74%,"459,188"
5248,NSC,Norfolk Southern Corporation,Industrials,Railroads,USA,60.29B,22.44,242.17,1.11%,"1,331,302"
5249,NSEC,"The National Security Group, Inc.",Financial,Insurance - Property & Casualty,USA,26.12M,-,10.28,0.32%,375
5250,NSIT,"Insight Enterprises, Inc.",Technology,Information Technology Services,USA,3.24B,17.11,91.67,0.94%,"94,396"
5251,NSL,Nuveen Senior Income Fund,Financial,Closed-End Fund - Debt,USA,225.88M,-,5.85,-0.51%,"1,452,803"
5252,NSP,"Insperity, Inc.",Industrials,Staffing & Employment Services,USA,4.21B,37.93,108.62,1.28%,"62,560"
5253,NSPR,"InspireMD, Inc.",Healthcare,Medical Devices,Israel,35.16M,-,4.33,1.17%,"81,239"
5254,NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,USA,818.01M,54.38,44.05,1.52%,"37,827"
5255,NSTB,Northern Star Investment Corp. II,Financial,Shell Companies,USA,498.00M,-,9.95,0.20%,"243,365"
5256,NSTC,Northern Star Investment Corp. III,Financial,Shell Companies,USA,388.60M,-,9.72,-0.26%,370
5257,NSTD,Northern Star Investment Corp. IV,Financial,Shell Companies,USA,-,-,9.72,-0.31%,8
5258,NSTG,"NanoString Technologies, Inc.",Healthcare,Biotechnology,USA,2.21B,-,51.41,-5.13%,"1,407,210"
5259,NSYS,Nortech Systems Incorporated,Technology,Electronic Components,USA,31.39M,-,11.17,-0.34%,"3,937"
5260,NTAP,"NetApp, Inc.",Technology,Computer Hardware,USA,21.43B,24.71,92.78,3.11%,"1,700,576"
5261,NTB,The Bank of N.T. Butterfield & Son Limited,Financial,Banks - Diversified,Bermuda,1.67B,10.77,33.16,4.18%,"131,898"
5262,NTCO,Natura &Co Holding S.A.,Consumer Defensive,Household & Personal Products,Brazil,12.48B,-,18.12,0.61%,"323,809"
5263,NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,USA,2.03B,79.21,27.09,0.89%,"384,054"
5264,NTES,"NetEase, Inc.",Communication Services,Internet Content & Information,China,55.71B,30.01,81.59,0.32%,"2,052,854"
5265,NTG,"Tortoise Midstream Energy Fund, Inc.",Financial,Closed-End Fund - Equity,USA,168.53M,-,28.83,1.87%,"10,976"
5266,NTGR,"NETGEAR, Inc.",Technology,Communication Equipment,USA,996.34M,10.37,32.14,1.32%,"166,014"
5267,NTIC,Northern Technologies International Corporation,Basic Materials,Specialty Chemicals,USA,148.01M,57.36,15.83,1.15%,"4,685"
5268,NTIP,"Network-1 Technologies, Inc.",Technology,Communication Equipment,USA,70.63M,8.25,2.96,-1.00%,"22,673"
5269,NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology,USA,11.16B,-,155.26,4.17%,"945,126"
5270,NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,USA,9.18B,-,42.50,5.72%,"6,142,534"
5271,NTP,Nam Tai Property Inc.,Real Estate,Real Estate Services,China,809.93M,17.73,21.65,2.41%,"45,998"
5272,NTR,Nutrien Ltd.,Basic Materials,Agricultural Inputs,Canada,46.83B,30.25,64.58,2.38%,"2,166,274"
5273,NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,USA,11.04B,-,123.54,-1.70%,"623,412"
5274,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,23.08B,18.66,109.38,2.77%,"548,101"
5275,NTST,NETSTREIT Corp.,Real Estate,REIT - Retail,USA,995.95M,1006.25,24.15,-1.87%,"290,090"
5276,NTSX,WisdomTree U.S. Efficient Core Fund,Financial,Exchange Traded Fund,USA,-,-,42.45,0.90%,"129,638"
5277,NTUS,Natus Medical Incorporated,Healthcare,Medical Devices,USA,848.34M,479.81,25.43,1.76%,"74,608"
5278,NTWK,"NetSol Technologies, Inc.",Technology,Software - Application,USA,43.64M,47.11,3.91,1.30%,"20,303"
5279,NTZ,Natuzzi S.p.A.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Italy,193.68M,-,18.22,1.28%,"22,959"
5280,NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,5.01B,-,25.01,-0.54%,"35,179"
5281,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,17.41B,-,55.19,0.02%,"1,676,165"
5282,NUBD,Nuveen ESG U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.07,-0.53%,"21,859"
5283,NUDM,Nuveen ESG International Developed Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,32.69,1.07%,"8,738"
5284,NUE,Nucor Corporation,Basic Materials,Steel,USA,30.57B,9.82,99.40,2.28%,"3,960,446"
5285,NUEM,Nuveen ESG Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,34.41,0.55%,"8,464"
5286,NUGT,Direxion Daily Gold Miners Index Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,43.97,-3.89%,"3,137,419"
5287,NUHY,Nuveen ESG High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,24.82,-0.03%,"20,713"
5288,NULC,Nuveen ESG Large-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,42.01,1.20%,"1,155"
5289,NULG,Nuveen ESG Large-Cap Growth ETF,Financial,Exchange Traded Fund,USA,-,-,68.92,1.20%,"28,071"
5290,NULV,Nuveen ESG Large-Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,38.29,1.30%,"56,687"
5291,NUMG,Nuveen ESG Mid-Cap Growth ETF,Financial,Exchange Traded Fund,USA,-,-,57.35,1.38%,"14,001"
5292,NUMV,Nuveen ESG Mid-Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,36.96,1.40%,"21,991"
5293,NUO,Nuveen Ohio Quality Municipal Income Fund,Financial,Asset Management,USA,298.20M,23.06,16.28,-0.25%,"39,100"
5294,NURE,Nuveen Short-Term REIT ETF,Financial,Exchange Traded Fund,USA,-,-,36.58,0.28%,"10,430"
5295,NURO,"NeuroMetrix, Inc.",Healthcare,Medical Instruments & Supplies,USA,64.48M,-,11.94,-1.49%,"26,901,812"
5296,NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,USA,1.98B,9.09,41.27,0.81%,"486,635"
5297,NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.11,-0.16%,"5,634"
5298,NUSC,Nuveen ESG Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,44.59,1.53%,"60,084"
5299,NUSI,Nationwide Risk-Managed Income ETF,Financial,Exchange Traded Fund,USA,-,-,28.13,0.39%,"388,585"
5300,NUV,"Nuveen Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,2.38B,40.35,11.50,-1.37%,"249,487"
5301,NUVA,"NuVasive, Inc.",Healthcare,Medical Devices,USA,3.23B,1795.43,62.84,2.65%,"911,338"
5302,NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,USA,2.14B,-,9.50,2.70%,"388,305"
5303,NUW,Nuveen AMT-Free Municipal Value Fund,Financial,Asset Management,USA,266.10M,-,17.15,-0.69%,"8,527"
5304,NUWE,"Nuwellis, Inc.",Healthcare,Medical Devices,USA,23.45M,-,2.43,1.67%,"145,035"
5305,NUZE,"NuZee, Inc.",Consumer Defensive,Packaged Foods,USA,45.18M,-,2.25,-3.02%,"33,862"
5306,NVAX,"Novavax, Inc.",Healthcare,Biotechnology,USA,19.14B,-,257.30,10.90%,"6,934,657"
5307,NVCN,Neovasc Inc.,Healthcare,Medical Devices,Canada,63.37M,-,0.74,-0.91%,"259,537"
5308,NVCR,NovoCure Limited,Healthcare,Medical Instruments & Supplies,USA,13.17B,-,131.00,-0.09%,"271,474"
5309,NVDA,NVIDIA Corporation,Technology,Semiconductors,USA,570.83B,80.32,224.82,2.47%,"24,798,848"
5310,NVEC,NVE Corporation,Technology,Semiconductors,USA,327.96M,24.86,66.12,1.88%,"12,049"
5311,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,USA,1.56B,44.75,102.13,3.01%,"35,559"
5312,NVFY,"Nova LifeStyle, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,14.32M,-,2.20,4.76%,"133,033"
5313,NVG,Nuveen AMT-Free Municipal Credit Income Fund,Financial,Asset Management,USA,3.80B,41.98,17.80,-0.89%,"365,966"
5314,NVGS,Navigator Holdings Ltd.,Energy,Oil & Gas Midstream,United Kingdom,492.60M,61.21,8.57,4.00%,"36,779"
5315,NVIV,InVivo Therapeutics Holdings Corp.,Healthcare,Biotechnology,USA,22.29M,-,0.67,6.32%,"1,353,874"
5316,NVMI,Nova Ltd.,Technology,Semiconductor Equipment & Materials,Israel,3.10B,46.83,108.64,3.76%,"157,383"
5317,NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,183.12B,33.73,102.10,1.22%,"522,101"
5318,NVOS,"Novo Integrated Sciences, Inc.",Healthcare,Medical Care Facilities,USA,49.79M,-,1.92,-7.69%,"169,348"
5319,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,USA,17.57B,17.32,4977.34,-0.80%,"17,887"
5320,NVRO,Nevro Corp.,Healthcare,Medical Devices,USA,4.21B,-,121.96,-1.96%,"529,045"
5321,NVS,Novartis AG,Healthcare,Drug Manufacturers - General,Switzerland,209.18B,21.11,83.57,0.93%,"1,847,255"
5322,NVSA,New Vista Acquisition Corp,Financial,Shell Companies,USA,335.38M,-,9.71,0.00%,"3,625"
5323,NVSAU,New Vista Acquisition Corp,Financial,Shell Companies,USA,-,-,9.97,0.20%,"3,362"
5324,NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,7.03B,24.55,42.66,2.06%,"1,910,406"
5325,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,5.61B,136.31,32.85,1.64%,"642,350"
5326,NVTA,Invitae Corporation,Healthcare,Diagnostics & Research,USA,6.60B,-,32.19,1.45%,"3,180,976"
5327,NVVE,Nuvve Holding Corp.,Consumer Cyclical,Specialty Retail,USA,226.14M,-,11.94,4.37%,"106,130"
5328,NWBI,"Northwest Bancshares, Inc.",Financial,Banks - Regional,USA,1.60B,10.02,12.81,1.91%,"450,281"
5329,NWE,NorthWestern Corporation,Utilities,Utilities - Diversified,USA,3.06B,16.22,58.41,-1.20%,"227,995"
5330,NWFL,Norwood Financial Corp.,Financial,Banks - Regional,USA,207.61M,9.52,25.38,-0.35%,"7,007"
5331,NWG,NatWest Group plc,Financial,Banks - Diversified,United Kingdom,34.45B,14.48,5.98,2.57%,"1,102,120"
5332,NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,USA,10.34B,14.33,24.11,0.63%,"1,982,012"
5333,NWLI,"National Western Life Group, Inc.",Financial,Insurance - Life,USA,736.04M,4.85,210.90,1.75%,"5,881"
5334,NWN,Northwest Natural Holding Company,Utilities,Utilities - Regulated Gas,USA,1.44B,16.74,46.90,-0.72%,"93,728"
5335,NWPX,Northwest Pipe Company,Industrials,Metal Fabrication,USA,234.30M,13.81,23.43,0.13%,"73,950"
5336,NWS,News Corporation,Communication Services,Broadcasting,USA,13.95B,-,23.72,5.28%,"1,868,722"
5337,NWSA,News Corporation,Communication Services,Broadcasting,USA,14.16B,43.11,24.01,3.85%,"4,536,129"
5338,NX,Quanex Building Products Corporation,Industrials,Building Products & Equipment,USA,721.01M,33.56,21.75,0.65%,"125,720"
5339,NXC,Nuveen California Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,101.63M,17.36,15.99,-1.42%,"14,578"
5340,NXE,NexGen Energy Ltd.,Energy,Uranium,Canada,3.24B,-,4.84,0.83%,"2,790,033"
5341,NXGN,"NextGen Healthcare, Inc.",Healthcare,Health Information Services,USA,951.50M,74.72,14.72,-1.01%,"235,038"
5342,NXJ,Nuveen New Jersey Quality Municipal Income Fund,Financial,Asset Management,USA,650.87M,-,15.69,-0.19%,"37,378"
5343,NXN,Nuveen New York Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,55.11M,49.79,14.04,-0.71%,"3,218"
