No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
4159,JOAN,JOANN Inc.,Consumer Cyclical,Specialty Retail,USA,483.36M,-,11.22,0.90%,"209,028"
4160,JOB,"GEE Group, Inc.",Industrials,Staffing & Employment Services,USA,55.37M,-,0.48,2.80%,"987,619"
4161,JOBS,"51job, Inc.",Industrials,Staffing & Employment Services,China,4.53B,39.77,68.24,-1.14%,"261,846"
4162,JOBY,"Joby Aviation, Inc.",Industrials,Airports & Air Services,USA,5.65B,-,9.34,2.75%,"2,023,135"
4163,JOE,The St. Joe Company,Real Estate,Real Estate - Diversified,USA,2.66B,48.01,44.79,1.56%,"135,742"
4164,JOET,Virtus Terranova U.S. Quality Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,30.53,1.94%,"25,130"
4165,JOF,"Japan Smaller Capitalization Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,251.89M,5.18,8.89,0.79%,"26,230"
4166,JOFFU,JOFF Fintech Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.97,0.10%,"2,095,614"
4167,JOJO,ATAC Credit Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,20.0,0.55%,"42,140"
4168,JOUT,Johnson Outdoors Inc.,Consumer Cyclical,Leisure,USA,1.11B,11.89,108.2,1.20%,"13,403"
4169,JOYY,Infusive Compounding Global Equities ETF,Financial,Exchange Traded Fund,USA,-,-,33.16,0.62%,675
4170,JP,Jupai Holdings Limited,Financial,Asset Management,China,36.26M,6.77,1.09,-6.03%,"216,647"
4171,JPC,Nuveen Preferred & Income Opportunities Fund,Financial,Closed-End Fund - Debt,USA,1.03B,-,9.92,0.00%,"191,486"
4172,JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,58.44,0.19%,"1,384"
4173,JPHY,JPMorgan High Yield Research Enhanced ETF,Financial,Exchange Traded Fund,USA,-,-,51.94,0.56%,"10,640"
4174,JPI,Nuveen Preferred and Income Term Fund,Financial,Closed-End Fund - Debt,USA,574.95M,-,25.26,-0.08%,"19,532"
4175,JPIN,JPMorgan Diversified Return International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,61.02,0.81%,"15,464"
4176,JPM,JPMorgan Chase & Co.,Financial,Banks - Diversified,USA,488.10B,10.90,163.47,1.53%,"14,792,823"
4177,JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,Financial,Exchange Traded Fund,USA,-,-,48.97,0.44%,"9,657"
4178,JPME,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,90.56,1.58%,"3,010"
4179,JPN,Xtrackers Japan JPX-Nikkei 400 Equity ETF,Financial,Exchange Traded Fund,USA,-,-,33.06,1.21%,"1,958"
4180,JPS,Nuveen Preferred Securities Income Fund,Financial,Closed-End Fund - Debt,USA,1.99B,227.44,9.78,-0.61%,"331,515"
4181,JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,44.82,1.13%,"11,582"
4182,JPST,JPMorgan Ultra-Short Income ETF,Financial,Exchange Traded Fund,USA,-,-,50.65,-0.04%,"1,882,408"
4183,JPUS,JPMorgan Diversified Return U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,99.6,1.61%,"6,473"
4184,JPXN,iShares JPX-Nikkei 400 ETF,Financial,Exchange Traded Fund,USA,-,-,72.92,1.02%,311
4185,JQC,Nuveen Credit Strategies Income Fund,Financial,Closed-End Fund - Debt,USA,893.66M,-,6.59,-0.15%,"382,930"
4186,JQUA,JPMorgan U.S. Quality Factor ETF,Financial,Exchange Traded Fund,USA,-,-,42.15,1.62%,"42,301"
4187,JRI,Nuveen Real Asset Income and Growth Fund,Financial,Closed-End Fund - Equity,USA,434.59M,-,15.83,0.44%,"71,577"
4188,JRJC,China Finance Online Co. Limited,Financial,Capital Markets,China,15.45M,-,6.28,1.13%,"38,332"
4189,JRO,Nuveen Floating Rate Income Opportunity Fund,Financial,Closed-End Fund - Debt,USA,407.44M,-,10.05,0.10%,"100,050"
4190,JRS,Nuveen Real Estate Income Fund,Financial,Asset Management,USA,325.33M,-,11.26,1.62%,"123,859"
4191,JRSH,"Jerash Holdings (US), Inc.",Consumer Cyclical,Apparel Manufacturing,USA,81.40M,14.62,6.8,-2.02%,"76,737"
4192,JRVR,"James River Group Holdings, Ltd.",Financial,Insurance - Specialty,Bermuda,1.45B,-,38.89,1.12%,"81,679"
4193,JSD,Nuveen Short Duration Credit Opportunities Fund,Financial,Asset Management,USA,152.70M,-,15.14,0.60%,"31,948"
4194,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Financial,Exchange Traded Fund,USA,-,-,66.2,1.42%,"2,205"
4195,JSML,Janus Henderson Small Cap Growth Alpha ETF,Financial,Exchange Traded Fund,USA,-,-,66.17,1.36%,"5,684"
4196,JSPR,"Jasper Therapeutics, Inc.",Healthcare,Biotechnology,USA,476.36M,-,12.48,-15.62%,"3,939,392"
4197,JSTC,Adasina Social Justice All Cap Global ETF,Financial,Exchange Traded Fund,USA,-,-,17.65,1.38%,"4,735"
4198,JT,Jianpu Technology Inc.,Financial,Credit Services,China,33.89M,-,1.6,0.63%,"105,606"
4199,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,Financial,Closed-End Fund - Equity,USA,156.79M,-,11.32,0.44%,"11,434"
4200,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,Financial,Closed-End Fund - Equity,USA,233.20M,-,16.1,0.75%,"28,614"
4201,JUGGU,Jaws Juggernaut Acquisition Corporation,Financial,Shell Companies,USA,-,-,10.0,0.00%,0
4202,JUPW,"Jupiter Wellness, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,41.96M,-,1.8,-4.76%,"1,181,264"
4203,JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,64.32,1.75%,"26,065"
4204,JVA,"Coffee Holding Co., Inc.",Consumer Defensive,Packaged Foods,USA,26.69M,53.30,4.69,0.00%,"9,787"
4205,JVAL,JPMorgan U.S. Value Factor ETF,Financial,Exchange Traded Fund,USA,-,-,36.58,1.75%,"24,011"
4206,JW-A,"John Wiley & Sons, Inc.",Communication Services,Publishing,USA,3.00B,20.58,53.16,1.84%,"129,246"
4207,JWEL,Jowell Global Ltd.,Consumer Cyclical,Internet Retail,China,155.65M,34.80,5.95,6.44%,"85,905"
4208,JWN,"Nordstrom, Inc.",Consumer Cyclical,Department Stores,USA,4.37B,-,27.34,0.59%,"2,708,659"
4209,JWSM,Jaws Mustang Acquisition Corporation,Financial,Shell Companies,USA,1.27B,-,9.79,-0.10%,"190,850"
4210,JXI,iShares Global Utilities ETF,Financial,Exchange Traded Fund,USA,-,-,60.67,0.78%,"17,128"
4211,JXN,Jackson Financial Inc.,Financial,Asset Management,USA,2.70B,-,28.85,1.69%,"1,476,527"
4212,JYAC,Jiya Acquisition Corp.,Financial,Shell Companies,USA,131.97M,-,9.79,0.00%,0
4213,JYNT,The Joint Corp.,Healthcare,Medical Care Facilities,USA,1.21B,67.87,79.07,0.73%,"89,645"
4214,JZXN,"Jiuzi Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,China,45.39M,84.44,2.28,8.57%,"11,320,823"
4215,K,Kellogg Company,Consumer Defensive,Packaged Foods,USA,21.33B,16.06,62.16,0.76%,"1,673,776"
4216,KAHC,KKR Acquisition Holdings I Corp.,Financial,Shell Companies,USA,1.35B,-,9.8,0.31%,"36,688"
4217,KAI,Kadant Inc.,Industrials,Specialty Industrial Machinery,USA,2.37B,33.57,203.67,1.80%,"28,758"
4218,KAIIU,Kismet Acquisition Two Corp.,Financial,Shell Companies,USA,-,-,9.92,0.00%,0
4219,KAIR,Kairos Acquisition Corp.,Financial,Shell Companies,USA,335.74M,-,9.74,-0.41%,521
4220,KAIRU,Kairos Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.0,0.10%,350
4221,KALA,"Kala Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,159.96M,-,2.38,-1.24%,"722,910"
4222,KALL,KraneShares MSCI All China Index ETF,Financial,Exchange Traded Fund,USA,-,-,31.57,-0.71%,390
4223,KALU,Kaiser Aluminum Corporation,Basic Materials,Aluminum,USA,1.84B,-,112.94,1.78%,"70,943"
4224,KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,427.28M,-,17.49,-4.32%,"666,919"
4225,KAMN,Kaman Corporation,Industrials,Aerospace & Defense,USA,1.05B,-,37.68,2.14%,"103,983"
4226,KAPR,Innovator Russell 2000 Power Buffer ETF - April,Financial,Exchange Traded Fund,USA,-,-,27.65,0.44%,918
4227,KAR,"KAR Auction Services, Inc.",Consumer Cyclical,Specialty Retail,USA,1.86B,52.58,15.3,1.19%,"1,726,448"
4228,KARO,Karooooo Ltd.,Technology,Software - Application,Singapore,1.05B,29.11,32.98,-2.14%,"6,581"
4229,KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,Financial,Exchange Traded Fund,USA,-,-,48.51,0.77%,"26,634"
4230,KB,KB Financial Group Inc.,Financial,Banks - Regional,South Korea,19.57B,5.23,46.13,2.15%,"145,924"
4231,KBA,KraneShares Bosera MSCI China A ETF,Financial,Exchange Traded Fund,USA,-,-,46.12,-0.99%,"24,840"
4232,KBAL,"Kimball International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,411.96M,55.55,11.11,0.36%,"108,588"
4233,KBE,SPDR S&P Bank ETF,Financial,Exchange Traded Fund,USA,-,-,55.18,1.34%,"2,126,793"
4234,KBH,KB Home,Consumer Cyclical,Residential Construction,USA,3.77B,9.09,40.5,3.50%,"1,826,280"
4235,KBNT,"Kubient, Inc.",Technology,Software - Application,USA,46.54M,-,3.31,5.08%,"99,773"
4236,KBR,"KBR, Inc.",Industrials,Engineering & Construction,USA,5.94B,-,42.06,1.79%,"932,157"
4237,KBSF,KBS Fashion Group Limited,Consumer Cyclical,Apparel Manufacturing,China,12.96M,-,3.05,0.00%,0
4238,KBWB,Invesco KBW Bank ETF,Financial,Exchange Traded Fund,USA,-,-,69.57,1.38%,"1,407,254"
4239,KBWD,Invesco KBW High Dividend Yield Financial ETF,Financial,Exchange Traded Fund,USA,-,-,21.07,0.48%,"83,635"
4240,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financial,Exchange Traded Fund,USA,-,-,78.93,1.53%,423
4241,KBWR,Invesco KBW Regional Banking ETF,Financial,Exchange Traded Fund,USA,-,-,62.95,1.32%,"3,536"
4242,KBWY,Invesco KBW Premium Yield Equity REIT ETF,Financial,Exchange Traded Fund,USA,-,-,24.34,0.70%,"160,939"
4243,KC,Kingsoft Cloud Holdings Limited,Technology,Software - Application,China,6.41B,-,28.67,-1.07%,"675,478"
4244,KCE,SPDR S&P Capital Markets ETF,Financial,Exchange Traded Fund,USA,-,-,100.97,1.95%,"21,275"
4245,KCGI,Kensington Capital Acquisition Corp. V,Financial,Shell Companies,USA,-,-,9.8,0.00%,"419,861"
4246,KDFI,KFA Dynamic Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,21.31,0.45%,"5,078"
4247,KDMN,"Kadmon Holdings, Inc.",Healthcare,Biotechnology,USA,1.56B,-,8.87,-1.00%,"2,581,838"
4248,KDNY,"Chinook Therapeutics, Inc.",Healthcare,Biotechnology,USA,545.58M,-,12.17,1.50%,"111,670"
4249,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,USA,50.40B,30.47,35.59,-0.89%,"9,759,959"
4250,KE,"Kimball Electronics, Inc.",Industrials,Electrical Equipment & Parts,USA,703.63M,10.82,28.51,1.53%,"51,772"
4251,KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,USA,771.63M,8.74,19.75,1.39%,"72,551"
4252,KEMQ,KraneShares FTSE Emerging Markets Consumer Technology Index ETF,Financial,Exchange Traded Fund,USA,-,-,27.79,0.64%,"16,088"
4253,KEN,Kenon Holdings Ltd.,Utilities,Utilities - Regulated Electric,Singapore,2.24B,4.01,41.39,-0.43%,"3,724"
4254,KEP,Korea Electric Power Corporation,Utilities,Utilities - Regulated Electric,South Korea,12.47B,12.33,9.62,0.10%,"249,235"
4255,KEQU,Kewaunee Scientific Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,37.22M,-,13.34,3.97%,803
4256,KERN,Akerna Corp.,Healthcare,Health Information Services,USA,83.05M,-,3.01,2.38%,"603,413"
4257,KESG,KraneShares Trust - KraneShares MSCI China ESG Leaders Index ETF,Financial,Exchange Traded Fund,USA,-,-,29.71,-0.31%,940
4258,KEX,Kirby Corporation,Industrials,Marine Shipping,USA,3.13B,57.80,54.39,-0.44%,"466,753"
4259,KEY,KeyCorp,Financial,Banks - Regional,USA,21.94B,10.10,23.21,2.34%,"8,907,558"
4260,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA,31.28B,37.93,168.27,2.58%,"579,278"
4261,KF,"The Korea Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,199.29M,3.01,39.7,1.48%,"5,961"
4262,KFFB,Kentucky First Federal Bancorp,Financial,Banks - Regional,USA,59.43M,32.57,7.23,1.40%,834
4263,KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,USA,1.40B,19.43,65.17,-2.32%,"118,829"
4264,KFS,Kingsway Financial Services Inc.,Consumer Cyclical,Auto & Truck Dealerships,USA,132.08M,-,5.46,-0.91%,"1,403"
4265,KFY,Korn Ferry,Industrials,Staffing & Employment Services,USA,4.16B,18.62,75.17,1.13%,"137,118"
4266,KFYP,KraneShares CICC China Leaders 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,31.81,-0.29%,448
4267,KGC,Kinross Gold Corporation,Basic Materials,Gold,Canada,7.75B,6.05,6.16,2.50%,"15,058,065"
4268,KGRN,KraneShares MSCI China Clean Technology ETF,Financial,Exchange Traded Fund,USA,-,-,45.24,0.32%,"22,020"
4269,KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,USA,45.96B,22.13,37.26,1.25%,"4,002,427"
4270,KIDS,OrthoPediatrics Corp.,Healthcare,Medical Devices,USA,1.23B,-,60.29,5.05%,"144,387"
4271,KIE,SPDR S&P Insurance ETF,Financial,Exchange Traded Fund,USA,-,-,40.43,1.86%,"880,717"
4272,KIIIU,Kismet Acquisition Three Corp.,Financial,Shell Companies,USA,-,-,9.88,0.00%,0
4273,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,13.78B,24.74,22.39,0.13%,"4,792,993"
4274,KINS,"Kingstone Companies, Inc.",Financial,Insurance - Property & Casualty,USA,64.14M,23.30,6.08,-2.72%,"24,056"
4275,KINZ,KINS Technology Group Inc.,Financial,Shell Companies,USA,342.92M,-,9.96,-0.10%,"1,648"
4276,KINZU,KINS Technology Group Inc.,Financial,Shell Companies,USA,-,-,10.32,0.29%,118
4277,KIO,KKR Income Opportunities Fund,Financial,Closed-End Fund - Debt,USA,336.84M,-,16.56,0.06%,"31,398"
4278,KIQ,Kelso Technologies Inc.,Industrials,Railroads,Canada,32.78M,-,0.6,-0.38%,"44,996"
4279,KIRK,"Kirkland's, Inc.",Consumer Cyclical,Specialty Retail,USA,303.55M,9.55,22.32,0.86%,"311,477"
4280,KJAN,Innovator Russell 2000 Power Buffer ETF January,Financial,Exchange Traded Fund,USA,-,-,31.55,0.61%,"3,345"
4281,KJUL,Innovator Russell 2000 Power Buffer ETF - July,Financial,Exchange Traded Fund,USA,-,-,26.48,0.66%,"6,852"
4282,KKR,KKR & Co. Inc.,Financial,Asset Management,USA,55.50B,7.56,66.81,1.58%,"1,574,370"
4283,KL,Kirkland Lake Gold Ltd.,Basic Materials,Gold,Canada,15.42B,11.94,46.35,1.44%,"1,326,776"
4284,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,USA,50.75B,24.64,329.78,2.92%,"954,675"
4285,KLAQU,KL Acquisition Corp,Financial,Shell Companies,USA,-,-,9.92,-0.30%,100
4286,KLCD,KFA Large Cap Quality Dividend Index ETF,Financial,Exchange Traded Fund,USA,-,-,33.52,1.80%,855
4287,KLDO,"Kaleido Biosciences, Inc.",Healthcare,Biotechnology,USA,229.87M,-,5.21,-1.70%,"99,421"
4288,KLDW,Knowledge Leaders Developed World ETF,Financial,Exchange Traded Fund,USA,-,-,47.24,1.52%,"3,509"
4289,KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,Singapore,3.29B,12.90,50.9,1.80%,"1,292,976"
4290,KLR,"Kaleyra, Inc.",Communication Services,Telecom Services,Italy,439.92M,-,10.65,-1.48%,"89,106"
4291,KLXE,"KLX Energy Services Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA,37.50M,-,4.36,2.59%,"342,160"
4292,KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,USA,45.17B,22.73,133.3,0.57%,"1,073,771"
4293,KMDA,Kamada Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,234.91M,16.36,5.25,-0.94%,"14,575"
4294,KMF,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",Financial,Closed-End Fund - Equity,USA,366.72M,-,7.77,2.24%,"222,333"
4295,KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,USA,43.60B,24.51,18.38,2.28%,"17,857,615"
4296,KMPH,"KemPharm, Inc.",Healthcare,Biotechnology,USA,345.83M,-,9.75,-0.10%,"248,310"
4297,KMPR,Kemper Corporation,Financial,Insurance - Property & Casualty,USA,4.33B,15.99,66.75,0.88%,"176,817"
4298,KMT,Kennametal Inc.,Industrials,Tools & Accessories,USA,3.12B,56.92,36.43,4.32%,"485,094"
4299,KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,22.13B,19.28,135.64,1.72%,"597,916"
4300,KN,Knowles Corporation,Technology,Communication Equipment,USA,1.75B,27.86,19.03,2.48%,"1,460,474"
4301,KNBE,"KnowBe4, Inc.",Technology,Software - Infrastructure,USA,3.98B,-,22.88,2.51%,"273,645"
4302,KNDI,"Kandi Technologies Group, Inc.",Consumer Cyclical,Auto Manufacturers,China,334.02M,19.60,4.43,-1.12%,"806,270"
4303,KNG,FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,Financial,Exchange Traded Fund,USA,-,-,53.62,1.69%,"40,293"
4304,KNGS,Upholdings Compound Kings ETF,Financial,Exchange Traded Fund,USA,-,-,27.95,1.13%,"2,113"
4305,KNOP,KNOT Offshore Partners LP,Industrials,Marine Shipping,United Kingdom,657.60M,11.15,20.0,0.20%,"260,420"
4306,KNSA,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Biotechnology,Bermuda,797.85M,-,11.47,-1.71%,"361,700"
4307,KNSL,"Kinsale Capital Group, Inc.",Financial,Insurance - Property & Casualty,USA,3.85B,31.81,166.69,2.93%,"80,173"
4308,KNTE,Kinnate Biopharma Inc.,Healthcare,Biotechnology,USA,1.10B,-,23.14,5.71%,"80,236"
4309,KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,USA,8.31B,14.97,48.55,2.36%,"2,102,333"
4310,KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,USA,234.69B,29.27,54.61,0.68%,"13,640,502"
4311,KOCT,Innovator Russell 2000 Power Buffer ETF,Financial,Exchange Traded Fund,USA,-,-,27.41,0.85%,"30,672"
4312,KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology,USA,5.68B,-,109.66,2.72%,"150,344"
4313,KODK,Eastman Kodak Company,Industrials,Specialty Business Services,USA,552.46M,-,7.01,1.01%,"1,879,140"
4314,KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Defensive,Beverages - Non-Alcoholic,Mexico,2.94B,19.85,55.47,1.35%,"49,452"
4315,KOIN,Capital Link NextGen Protocol ETF,Financial,Exchange Traded Fund,USA,-,-,43.43,1.40%,"1,978"
4316,KOKU,Xtrackers MSCI Kokusai Equity ETF,Financial,Exchange Traded Fund,USA,-,-,82.94,1.26%,"7,916"
4317,KOLD,ProShares UltraShort Bloomberg Natural Gas,Financial,Exchange Traded Fund,USA,-,-,6.98,-0.14%,"11,485,686"
4318,KOMP,SPDR S&P Kensho New Economies Composite ETF,Financial,Exchange Traded Fund,USA,-,-,62.93,1.27%,"142,165"
4319,KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,USA,707.43M,6.60,33.48,1.70%,"71,985"
4320,KOPN,Kopin Corporation,Technology,Electronic Components,USA,457.50M,-,4.85,0.41%,"595,994"
4321,KOR,Corvus Gold Inc.,Basic Materials,Gold,USA,514.41M,-,3.25,0.31%,"97,285"
4322,KORE,KORE Wireless Group Inc.,Financial,Shell Companies,USA,679.28M,-,7.29,15.35%,"11,567,761"
4323,KORP,American Century Diversified Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,52.27,0.19%,"7,067"
4324,KORU,Direxion Daily South Korea Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,26.24,4.42%,"244,047"
4325,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1.39B,-,3.55,8.90%,"21,190,127"
4326,KOSS,Koss Corporation,Technology,Consumer Electronics,USA,161.45M,317.54,18.1,-2.95%,"1,680,036"
4327,KPLT,"Katapult Holdings, Inc.",Technology,Software - Infrastructure,USA,516.96M,-,5.18,0.19%,"2,885,968"
4328,KPTI,Karyopharm Therapeutics Inc.,Healthcare,Biotechnology,USA,450.17M,-,5.9,0.51%,"1,154,613"
4329,KR,The Kroger Co.,Consumer Defensive,Grocery Stores,USA,29.11B,26.11,39.12,-0.89%,"5,839,745"
4330,KRA,Kraton Corporation,Basic Materials,Specialty Chemicals,USA,1.47B,-,45.6,0.11%,"323,479"
4331,KRBN,KraneShares Trust - KFA Global Carbon ETF,Financial,Exchange Traded Fund,USA,-,-,41.49,3.39%,"620,658"
4332,KRBP,"Kiromic BioPharma, Inc.",Healthcare,Biotechnology,USA,14.63M,-,1.99,-1.97%,"266,831"
4333,KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,USA,8.19B,12.26,69.29,0.51%,"627,291"
4334,KRE,SPDR S&P Regional Banking ETF,Financial,Exchange Traded Fund,USA,-,-,70.5,1.50%,"6,597,514"
4335,KREF,KKR Real Estate Finance Trust Inc.,Real Estate,REIT - Mortgage,USA,1.22B,10.38,22.08,-0.09%,"212,313"
4336,KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA,1.89B,144.64,22.13,-0.14%,"363,510"
4337,KRKR,36Kr Holdings Inc.,Communication Services,Internet Content & Information,China,59.74M,-,1.53,0.04%,"57,025"
4338,KRMA,Global X Conscious Companies ETF,Financial,Exchange Traded Fund,USA,-,-,32.45,1.63%,"2,178,221"
4339,KRMD,"Repro Med Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,121.52M,-,2.77,1.47%,"70,638"
4340,KRNL,"Kernel Group Holdings, Inc.",Financial,Shell Companies,USA,371.38M,-,9.75,0.00%,"65,642"
4341,KRNLU,"Kernel Group Holdings, Inc.",Financial,Shell Companies,USA,-,-,10.0,0.38%,"55,681"
4342,KRNT,Kornit Digital Ltd.,Industrials,Specialty Industrial Machinery,Israel,7.05B,344.83,153.45,2.10%,"203,331"
4343,KRNY,Kearny Financial Corp.,Financial,Banks - Regional,USA,1.00B,17.02,13.16,1.00%,"165,811"
4344,KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,USA,1.55B,24.26,13.37,3.40%,"95,144"
4345,KRON,"Kronos Bio, Inc.",Healthcare,Biotechnology,USA,1.02B,-,16.42,-2.15%,"664,522"
4346,KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology,USA,936.17M,-,39.82,4.21%,"68,460"
4347,KRP,"Kimbell Royalty Partners, LP",Energy,Oil & Gas E&P,USA,628.02M,-,15.01,1.97%,"163,352"
4348,KRT,Karat Packaging Inc.,Consumer Cyclical,Packaging & Containers,USA,426.42M,25.27,22.06,1.12%,"15,537"
4349,KRTX,"Karuna Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.76B,-,122.88,1.47%,"61,303"
4350,KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants,USA,440.99M,-,48.09,4.75%,"41,619"
4351,KRYS,"Krystal Biotech, Inc.",Healthcare,Biotechnology,USA,1.07B,-,47.67,1.25%,"197,773"
4352,KSA,iShares MSCI Saudi Arabia ETF,Financial,Exchange Traded Fund,USA,-,-,43.12,0.61%,"245,549"
4353,KSCD,KFA Small Cap Quality Dividend Index ETF,Financial,Exchange Traded Fund,USA,-,-,28.33,1.29%,17
4354,KSI,Kadem Sustainable Impact Corporation,Financial,Shell Companies,USA,169.75M,-,9.7,-0.10%,29
4355,KSICU,Kadem Sustainable Impact Corporation,Financial,Shell Companies,USA,-,-,9.89,0.00%,0
4356,KSM,DWS Strategic Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,139.26M,29.60,12.43,1.06%,"28,971"
4357,KSPN,Kaspien Holdings Inc.,Consumer Cyclical,Specialty Retail,USA,36.61M,19.37,14.41,3.26%,"6,337"
4358,KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,USA,7.08B,9.78,46.17,2.17%,"2,733,637"
4359,KSTR,KraneShares SSE STAR Market 50 Index ETF,Financial,Exchange Traded Fund,USA,-,-,23.11,-0.17%,"21,046"
4360,KSU,Kansas City Southern,Industrials,Railroads,USA,26.33B,221.46,292.33,1.97%,"795,269"
4361,KT,KT Corporation,Communication Services,Telecom Services,South Korea,6.97B,8.18,13.16,0.69%,"547,884"
4362,KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,2.97B,15.18,49.9,2.28%,"228,882"
4363,KTCC,Key Tronic Corporation,Technology,Computer Hardware,USA,69.14M,16.71,6.45,0.00%,"4,846"
4364,KTF,DWS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,469.27M,20.17,11.88,0.93%,"85,286"
4365,KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,USA,2.81B,34.35,22.74,2.52%,"623,463"
4366,KTRA,"Kintara Therapeutics, Inc.",Healthcare,Biotechnology,USA,40.77M,-,0.91,-9.46%,"4,876,485"
4367,KTTA,Pasithea Therapeutics Corp.,Healthcare,Biotechnology,USA,38.53M,-,2.91,8.18%,"373,414"
4368,KUKE,Kuke Music Holding Limited,Communication Services,Entertainment,China,166.05M,-,5.72,0.00%,"7,368"
4369,KULR,"KULR Technology Group, Inc.",Technology,Electronic Components,USA,214.72M,-,2.08,5.05%,"327,689"
4370,KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,USA,1.23B,-,18.24,0.94%,"321,012"
4371,KURE,KraneShares MSCI All China Health Care Index ETF,Financial,Exchange Traded Fund,USA,-,-,36.16,-1.71%,"21,066"
4372,KURIU,Alkuri Global Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.31,0.00%,0
4373,KVHI,"KVH Industries, Inc.",Technology,Communication Equipment,USA,193.71M,-,10.37,0.88%,"25,546"
4374,KVSA,Khosla Ventures Acquisition Co.,Financial,Shell Companies,USA,352.42M,-,9.93,0.20%,"159,702"
4375,KVSB,Khosla Ventures Acquisition Co. II,Financial,Shell Companies,USA,417.59M,-,10.03,0.30%,"538,610"
4376,KVSC,Khosla Ventures Acquisition Co. III,Financial,Shell Companies,USA,552.04M,-,9.8,0.10%,"7,506"
4377,KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,Real Estate Services,USA,3.17B,8.96,22.56,1.03%,"293,284"
